Citation	wID	1830	1837	1840	1841	1879	1920
Helaman 4:2	3.01	⌴	⌴
Helaman 4:2	4	part	part
Helaman 4:2	4.01	⌴	⌴
Helaman 4:2	5	were	were
Helaman 4:2	5.01	⌴	⌴
Helaman 4:2	6	slain	slain
Helaman 4:2	6.01	⌴	⌴
Helaman 4:2	7	and	and
Helaman 4:2	7.01	⌴	⌴
Helaman 4:2	8	driven	driven
Helaman 4:2	8.01	⌴	⌴
Helaman 4:2	9	out	out
Helaman 4:2	9.01	⌴	⌴
Helaman 4:2	10	of	of
Helaman 4:2	10.01	⌴	⌴
Helaman 4:2	11	the	the
Helaman 4:2	11.01	⌴	⌴
Helaman 4:2	12	land	land
Helaman 4:2	12.01	,	,
Helaman 4:2	12.02	⌴	⌴
Helaman 4:2	13	and	and
Helaman 4:2	13.01	⌴	⌴
Helaman 4:2	14	they	they
Helaman 4:2	14.01	⌴	⌴
Helaman 4:2	15	did	did
Helaman 4:2	15.01	⌴	⌴
Helaman 4:2	16	go	go
Helaman 4:2	16.01	⌴	⌴
Helaman 4:2	17	unto	unto
Helaman 4:2	17.01	⌴	⌴
Helaman 4:2	18	the	the
Helaman 4:2	18.01	⌴	⌴
Helaman 4:2	19	king	king
Helaman 4:2	19.01	⌴	⌴
Helaman 4:2	20	of	of
Helaman 4:2	20.01	⌴	⌴
Helaman 4:2	21	the	the
Helaman 4:2	21.01	⌴	⌴
Helaman 4:2	22	Lamanites	Lamanites
Helaman 4:2	22.01	.	.
Helaman 4:3	1	And	And
Helaman 4:3	1.01	⌴	⌴
Helaman 4:3	2	it	it
Helaman 4:3	2.01	⌴	⌴
Helaman 4:3	3	came	came
Helaman 4:3	3.01	⌴	⌴
Helaman 4:3	4	to	to
Helaman 4:3	4.01	⌴	⌴
Helaman 4:3	5	pass	pass
Helaman 4:3	5.01	⌴	⌴
Helaman 4:3	6	that	that
Helaman 4:3	6.01	⌴	⌴
Helaman 4:3	7	they	they
Helaman 4:3	7.01	⌴	⌴
Helaman 4:3	8	did	did
Helaman 4:3	8.01	⌴	⌴
Helaman 4:3	9	endeavor	endeavor
Helaman 4:3	9.01	⌴	⌴
Helaman 4:3	10	to	to
Helaman 4:3	10.01	⌴	⌴
Helaman 4:3	11	stir	stir
Helaman 4:3	11.01	⌴	⌴
Helaman 4:3	12	up	up
Helaman 4:3	12.01	⌴	⌴
Helaman 4:3	13	the	the
Helaman 4:3	13.01	⌴	⌴
Helaman 4:3	14	Lamanites	Lamanites
Helaman 4:3	14.01	⌴	⌴
Helaman 4:3	15	to	to
Helaman 4:3	15.01	⌴	⌴
Helaman 4:3	16	war	war
Helaman 4:3	16.01	⌴	⌴
Helaman 4:3	17	against	against
Helaman 4:3	17.01	⌴	⌴
Helaman 4:3	18	the	the
Helaman 4:3	18.01	⌴	⌴
Helaman 4:3	19	Nephites	Nephites
Helaman 4:3	19.01	;	;
Helaman 4:3	19.02	⌴	⌴
Helaman 4:3	20	but	but
Helaman 4:3	20.01	⌴	⌴
Helaman 4:3	21	behold	behold
Helaman 4:3	21.01	,	,
Helaman 4:3	21.02	⌴	⌴
Helaman 4:3	22	the	the
Helaman 4:3	22.01	⌴	⌴
Helaman 4:3	23	Lamanites	Lamanites
Helaman 4:3	23.01	⌴	⌴
Helaman 4:3	24	were	were
Helaman 4:3	24.01	⌴	⌴
Helaman 4:3	25	exceeding	exceeding
Helaman 4:3	25.01	⌴	⌴
Helaman 4:3	26	fraid	fraid
Helaman 4:3	26.01	,	,
Helaman 4:3	26.02	⌴	⌴
Helaman 4:3	27	insomuch	insomuch
Helaman 4:3	27.01	⌴	⌴
Helaman 4:3	28	that	that
Helaman 4:3	28.01	⌴	⌴
Helaman 4:3	29	they	they
Helaman 4:3	29.01	⌴	⌴
Helaman 4:3	30	would	would
Helaman 4:3	30.01	⌴	⌴
Helaman 4:3	31	not	not
Helaman 4:3	31.01	⌴	⌴
Helaman 4:3	32	hearken	hearken
Helaman 4:3	32.01	⌴	⌴
Helaman 4:3	33	to	to
Helaman 4:3	33.01	⌴	⌴
Helaman 4:3	34	the	the
Helaman 4:3	34.01	⌴	⌴
Helaman 4:3	35	words	words
Helaman 4:3	35.01	⌴	⌴
Helaman 4:3	36	of	of
Helaman 4:3	36.01	⌴	⌴
Helaman 4:3	37	those	those
Helaman 4:3	37.01	⌴	⌴
Helaman 4:3	38	dissenters	dissenters
Helaman 4:3	38.01	.	.
Helaman 4:4	1	But	But
Helaman 4:4	1.01	⌴	⌴
Helaman 4:4	2	it	it
Helaman 4:4	2.01	⌴	⌴
Helaman 4:4	3	came	came
Helaman 4:4	3.01	⌴	⌴
Helaman 4:4	4	to	to
Helaman 4:4	4.01	⌴	⌴
Helaman 4:4	5	pass	pass
Helaman 4:4	5.01	⌴	⌴
Helaman 4:4	6	in	in
Helaman 4:4	6.01	⌴	⌴
Helaman 4:4	7	the	the
Helaman 4:4	7.01	⌴	⌴
Helaman 4:4	8	fifty	fifty
Helaman 4:4	8.01	⌴	⌴
Helaman 4:4	9	and	and
Helaman 4:4	9.01	⌴	⌴
Helaman 4:4	10	sixth	sixth
Helaman 4:4	10.01	⌴	⌴
Helaman 4:4	11	year	year
Helaman 4:4	11.01	⌴	⌴
Helaman 4:4	12	of	of
Helaman 4:4	12.01	⌴	⌴
Helaman 4:4	13	the	the
Helaman 4:4	13.01	⌴	⌴
Helaman 4:4	14	reign	reign
Helaman 4:4	14.01	⌴	⌴
Helaman 4:4	15	of	of
Helaman 4:4	15.01	⌴	⌴
Helaman 4:4	16	the	the
Helaman 4:4	16.01	⌴	⌴
Helaman 4:4	17	Judges	judges
Helaman 4:4	17.01	,	,
Helaman 4:4	17.02	⌴	⌴
Helaman 4:4	18	there	there
Helaman 4:4	18.01	⌴	⌴
Helaman 4:4	19	were	were
Helaman 4:4	19.01	⌴	⌴
Helaman 4:4	20	dissenters	dissenters
Helaman 4:4	20.01	⌴	⌴
Helaman 4:4	21	which	who
Helaman 4:4	21.01	⌴	⌴
Helaman 4:4	22	went	went
Helaman 4:4	22.01	⌴	⌴
Helaman 4:4	23	up	up
Helaman 4:4	23.01	⌴	⌴
Helaman 4:4	24	from	from
Helaman 4:4	24.01	⌴	⌴
Helaman 4:4	25	the	the
Helaman 4:4	25.01	⌴	⌴
Helaman 4:4	26	Nephites	Nephites
Helaman 4:4	26.01	⌴	⌴
Helaman 4:4	27	unto	unto
Helaman 4:4	27.01	⌴	⌴
Helaman 4:4	28	the	the
Helaman 4:4	28.01	⌴	⌴
Helaman 4:4	29	Lamanites	Lamanites
Helaman 4:4	29.01	;	;
Helaman 4:4	29.02	⌴	⌴
Helaman 4:4	30	and	and
Helaman 4:4	30.01	⌴	⌴
Helaman 4:4	31	they	they
Helaman 4:4	31.01	⌴	⌴
Helaman 4:4	32	succeeded	succeeded
Helaman 4:4	32.01	⌴	⌴
Helaman 4:4	33	with	with
Helaman 4:4	33.01	⌴	⌴
Helaman 4:4	34	those	those
Helaman 4:4	34.01	⌴	⌴
Helaman 4:4	35	others	others
Helaman 4:4	35.01	⌴	⌴
Helaman 4:4	36	in	in
Helaman 4:4	36.01	⌴	⌴
Helaman 4:4	37	stirring	stirring
Helaman 4:4	37.01	⌴	⌴
Helaman 4:4	38	them	them
Helaman 4:4	38.01	⌴	⌴
Helaman 4:4	39	up	up
Helaman 4:4	39.01	⌴	⌴
Helaman 4:4	40	to	to
Helaman 4:4	40.01	⌴	⌴
Helaman 4:4	41	anger	anger
Helaman 4:4	41.01	⌴	⌴
Helaman 4:4	42	against	against
Helaman 4:4	42.01	⌴	⌴
Helaman 4:4	43	the	the
Helaman 4:4	43.01	⌴	⌴
Helaman 4:4	44	Nephites	Nephites
Helaman 4:4	44.01	;	;
Helaman 4:4	44.02	⌴	⌴
Helaman 4:4	45	and	and
Helaman 4:4	45.01	⌴	⌴
Helaman 4:4	46	they	they
Helaman 4:4	46.01	⌴	⌴
Helaman 4:4	47	were	were
Helaman 4:4	47.01	⌴	⌴
Helaman 4:4	48	all	all
Helaman 4:4	48.01	⌴	⌴
Helaman 4:4	49	that	that
Helaman 4:4	49.01	⌴	⌴
Helaman 4:4	50	year	year
Helaman 4:4	50.01	⌴	⌴
Helaman 4:4	51	preparing	preparing
Helaman 4:4	51.01	⌴	⌴
Helaman 4:4	52	for	for
Helaman 4:4	52.01	⌴	⌴
Helaman 4:4	53	war	war
Helaman 4:4	53.01	.	.
Helaman 4:5	1	And	And
Helaman 4:5	1.01	⌴	⌴
Helaman 4:5	2	in	in
Helaman 4:5	2.01	⌴	⌴
Helaman 4:5	3	the	the
Helaman 4:5	3.01	⌴	⌴
Helaman 4:5	4	fifty	fifty
Helaman 4:5	4.01	⌴	⌴
Helaman 4:5	5	and	and
Helaman 4:5	5.01	⌴	⌴
Helaman 4:5	6	seventh	seventh
Helaman 4:5	6.01	⌴	⌴
Helaman 4:5	7	year	year
Helaman 4:5	7.01	,	,
Helaman 4:5	7.02	⌴	⌴
Helaman 4:5	8	they	they
Helaman 4:5	8.01	⌴	⌴
Helaman 4:5	9	did	did
Helaman 4:5	9.01	⌴	⌴
Helaman 4:5	10	come	come
Helaman 4:5	10.01	⌴	⌴
Helaman 4:5	11	down	down
Helaman 4:5	11.01	⌴	⌴
Helaman 4:5	12	against	against
Helaman 4:5	12.01	⌴	⌴
Helaman 4:5	13	the	the
Helaman 4:5	13.01	⌴	⌴
Helaman 4:5	14	Nephites	Nephites
Helaman 4:5	14.01	⌴	⌴
Helaman 4:5	15	to	to
Helaman 4:5	15.01	⌴	⌴
Helaman 4:5	16	battle	battle
Helaman 4:5	16.01	,	,
Helaman 4:5	16.02	⌴	⌴
Helaman 4:5	17	and	and
Helaman 4:5	17.01	⌴	⌴
Helaman 4:5	18	they	they
Helaman 4:5	18.01	⌴	⌴
Helaman 4:5	19	did	did
Helaman 4:5	19.01	⌴	⌴
Helaman 4:5	20	commence	commence
Helaman 4:5	20.01	⌴	⌴
Helaman 4:5	21	the	the
Helaman 4:5	21.01	⌴	⌴
Helaman 4:5	22	work	work
Helaman 4:5	22.01	⌴	⌴
Helaman 4:5	23	of	of
Helaman 4:5	23.01	⌴	⌴
Helaman 4:5	24	death	death
Helaman 4:5	24.01	;	;
Helaman 4:5	24.02	⌴	⌴
Helaman 4:5	25	yea	yea
Helaman 4:5	25.01	,	,
Helaman 4:5	25.02	⌴	⌴
Helaman 4:5	26	insomuch	insomuch
Helaman 4:5	26.01	,	∅
Helaman 4:5	26.02	⌴	⌴
Helaman 4:5	27	that	that
Helaman 4:5	27.01	⌴	⌴
Helaman 4:5	28	in	in
Helaman 4:5	28.01	⌴	⌴
Helaman 4:5	29	the	the
Helaman 4:5	29.01	⌴	⌴
Helaman 4:5	30	fifty	fifty
Helaman 4:5	30.01	⌴	⌴
Helaman 4:5	31	and	and
Helaman 4:5	31.01	⌴	⌴
Helaman 4:5	32	eighth	eighth
Helaman 4:5	32.01	⌴	⌴
Helaman 4:5	33	year	year
Helaman 4:5	33.01	⌴	⌴
Helaman 4:5	34	of	of
Helaman 4:5	34.01	⌴	⌴
Helaman 4:5	35	the	the
Helaman 4:5	35.01	⌴	⌴
Helaman 4:5	36	reign	reign
Helaman 4:5	36.01	⌴	⌴
Helaman 4:5	37	of	of
Helaman 4:5	37.01	⌴	⌴
Helaman 4:5	38	the	the
Helaman 4:5	38.01	⌴	⌴
Helaman 4:5	39	Judges	judges
Helaman 4:5	39.01	,	,
Helaman 4:5	39.02	⌴	⌴
Helaman 4:5	40	they	they
Helaman 4:5	40.01	⌴	⌴
Helaman 4:5	41	succeeded	succeeded
Helaman 4:5	41.01	⌴	⌴
Helaman 4:5	42	in	in
Helaman 4:5	42.01	⌴	⌴
Helaman 4:5	43	obtaining	obtaining
Helaman 4:5	43.01	⌴	⌴
Helaman 4:5	44	possession	possession
Helaman 4:5	44.01	⌴	⌴
Helaman 4:5	45	of	of
Helaman 4:5	45.01	⌴	⌴
Helaman 4:5	46	the	the
Helaman 4:5	46.01	⌴	⌴
Helaman 4:5	47	land	land
Helaman 4:5	47.01	⌴	⌴
Helaman 4:5	48	of	of
Helaman 4:5	48.01	⌴	⌴
Helaman 4:5	49	Zarahemla	Zarahemla
Helaman 4:5	49.01	;	;
Helaman 4:5	49.02	⌴	⌴
Helaman 4:5	50	yea	yea
Helaman 4:5	50.01	,	,
Helaman 4:5	50.02	⌴	⌴
Helaman 4:5	51	and	and
Helaman 4:5	51.01	⌴	⌴
Helaman 4:5	52	also	also
Helaman 4:5	52.01	⌴	⌴
Helaman 4:5	53	all	all
Helaman 4:5	53.01	⌴	⌴
Helaman 4:5	54	the	the
Helaman 4:5	54.01	⌴	⌴
Helaman 4:5	55	lands	lands
Helaman 4:5	55.01	,	,
Helaman 4:5	55.02	⌴	⌴
Helaman 4:5	56	even	even
Helaman 4:5	56.01	⌴	⌴
Helaman 4:5	57	unto	unto
Helaman 4:5	57.01	⌴	⌴
Helaman 4:5	58	the	the
Helaman 4:5	58.01	⌴	⌴
Helaman 4:5	59	land	land
Helaman 4:5	59.01	⌴	⌴
Helaman 4:5	60	which	which
Helaman 4:5	60.01	⌴	⌴
Helaman 4:5	61	was	was
Helaman 4:5	61.01	⌴	⌴
Helaman 4:5	62	near	near
Helaman 4:5	62.01	⌴	⌴
Helaman 4:5	63	the	the
Helaman 4:5	63.01	⌴	⌴
Helaman 4:5	64	land	land
Helaman 4:5	64.01	⌴	⌴
Helaman 4:5	65	Bountiful	Bountiful
Helaman 4:5	65.01	;	;
Helaman 4:6	1	and	and
Helaman 4:6	1.01	⌴	⌴
Helaman 4:6	2	the	the
Helaman 4:6	2.01	⌴	⌴
Helaman 4:6	3	Nephites	Nephites
Helaman 4:6	3.01	,	,
Helaman 4:6	3.02	⌴	⌴
Helaman 4:6	4	and	and
Helaman 4:6	4.01	⌴	⌴
Helaman 4:6	5	the	the
Helaman 4:6	5.01	⌴	⌴
Helaman 4:6	6	armies	armies
Helaman 4:6	6.01	⌴	⌴
Helaman 4:6	7	of	of
Helaman 4:6	7.01	⌴	⌴
Helaman 4:6	8	Moronihah	Moronihah
Helaman 4:6	8.01	,	,
Helaman 4:6	8.02	⌴	⌴
Helaman 4:6	9	were	were
Helaman 4:6	9.01	⌴	⌴
Helaman 4:6	10	driven	driven
Helaman 4:6	10.01	⌴	⌴
Helaman 4:6	11	even	even
Helaman 4:6	11.01	⌴	⌴
Helaman 4:6	12	into	into
Helaman 4:6	12.01	⌴	⌴
Helaman 4:6	13	the	the
Helaman 4:6	13.01	⌴	⌴
Helaman 4:6	14	land	land
Helaman 4:6	14.01	⌴	⌴
Helaman 4:6	15	of	of
Helaman 4:6	15.01	⌴	⌴
Helaman 4:6	16	Bountiful	Bountiful
Helaman 4:6	16.01	;	;
Helaman 4:7	1	and	and
Helaman 4:7	1.01	⌴	⌴
Helaman 4:7	2	there	there
Helaman 4:7	2.01	⌴	⌴
Helaman 4:7	3	they	they
Helaman 4:7	3.01	⌴	⌴
Helaman 4:7	4	did	did
Helaman 4:7	4.01	⌴	⌴
Helaman 4:7	5	fortify	fortify
Helaman 4:7	5.01	⌴	⌴
Helaman 4:7	6	against	against
Helaman 4:7	6.01	⌴	⌴
Helaman 4:7	7	the	the
Helaman 4:7	7.01	⌴	⌴
Helaman 4:7	8	Lamanites	Lamanites
Helaman 4:7	8.01	,	,
Helaman 4:7	8.02	⌴	⌴
Helaman 4:7	9	from	from
Helaman 4:7	9.01	⌴	⌴
Helaman 4:7	10	the	the
Helaman 4:7	10.01	⌴	⌴
Helaman 4:7	11	West	west
Helaman 4:7	11.01	⌴	⌴
Helaman 4:7	12	Sea	sea
Helaman 4:7	12.01	,	,
Helaman 4:7	12.02	⌴	⌴
Helaman 4:7	13	even	even
Helaman 4:7	13.01	⌴	⌴
Helaman 4:7	14	unto	unto
Helaman 4:7	14.01	⌴	⌴
Helaman 4:7	15	the	the
Helaman 4:7	15.01	⌴	⌴
Helaman 4:7	16	East	east
Helaman 4:7	16.01	;	;
Helaman 4:7	16.02	⌴	⌴
Helaman 4:7	17	it	it
Helaman 4:7	17.01	⌴	⌴
Helaman 4:7	18	being	being
Helaman 4:7	18.01	⌴	⌴
Helaman 4:7	19	a	a
Helaman 4:7	19.01	⌴	⌴
Helaman 4:7	20	day’s	day’s
Helaman 4:7	20.01	⌴	⌴
Helaman 4:7	21	journey	journey
Helaman 4:7	21.01	⌴	⌴
Helaman 4:7	22	for	for
Helaman 4:7	22.01	⌴	⌴
Helaman 4:7	23	a	a
Helaman 4:7	23.01	⌴	⌴
Helaman 4:7	24	Nephite	Nephite
Helaman 4:7	24.01	,	,
Helaman 4:7	24.02	⌴	⌴
Helaman 4:7	25	on	on
Helaman 4:7	25.01	⌴	⌴
Helaman 4:7	26	the	the
Helaman 4:7	26.01	⌴	⌴
Helaman 4:7	27	line	line
Helaman 4:7	27.01	⌴	⌴
Helaman 4:7	28	which	which
Helaman 4:7	28.01	⌴	⌴
Helaman 4:7	29	they	they
Helaman 4:7	29.01	⌴	⌴
Helaman 4:7	30	had	had
Helaman 4:7	30.01	⌴	⌴
Helaman 4:7	31	fortified	fortified
Helaman 4:7	31.01	⌴	⌴
Helaman 4:7	32	and	and
Helaman 4:7	32.01	⌴	⌴
Helaman 4:7	33	stationed	stationed
Helaman 4:7	33.01	⌴	⌴
Helaman 4:7	34	their	their
Helaman 4:7	34.01	⌴	⌴
Helaman 4:7	35	armies	armies
Helaman 4:7	35.01	⌴	⌴
Helaman 4:7	36	to	to
Helaman 4:7	36.01	⌴	⌴
Helaman 4:7	37	defend	defend
Helaman 4:7	37.01	⌴	⌴
Helaman 4:7	38	their	their
Helaman 4:7	38.01	⌴	⌴
Helaman 4:7	39	north	north
Helaman 4:7	39.01	⌴	⌴
Helaman 4:7	40	country	country
Helaman 4:7	40.01	.	.
Helaman 4:8	1	And	And
Helaman 4:8	1.01	⌴	⌴
Helaman 4:8	2	thus	thus
Helaman 4:8	2.01	⌴	⌴
Helaman 4:8	3	those	those
Helaman 4:8	3.01	⌴	⌴
Helaman 4:8	4	dissenters	dissenters
Helaman 4:8	4.01	⌴	⌴
Helaman 4:8	5	of	of
Helaman 4:8	5.01	⌴	⌴
Helaman 4:8	6	the	the
Helaman 4:8	6.01	⌴	⌴
Helaman 4:8	7	Nephites	Nephites
Helaman 4:8	7.01	,	,
Helaman 4:8	7.02	⌴	⌴
Helaman 4:8	8	with	with
Helaman 4:8	8.01	⌴	⌴
Helaman 4:8	9	the	the
Helaman 4:8	9.01	⌴	⌴
Helaman 4:8	10	help	help
Helaman 4:8	10.01	⌴	⌴
Helaman 4:8	11	of	of
Helaman 4:8	11.01	⌴	⌴
Helaman 4:8	12	a	a
Helaman 4:8	12.01	⌴	⌴
Helaman 4:8	13	numerous	numerous
Helaman 4:8	13.01	⌴	⌴
Helaman 4:8	14	army	army
Helaman 4:8	14.01	⌴	⌴
Helaman 4:8	15	of	of
Helaman 4:8	15.01	⌴	⌴
Helaman 4:8	16	the	the
Helaman 4:8	16.01	⌴	⌴
Helaman 4:8	17	Lamanites	Lamanites
Helaman 4:8	17.01	,	,
Helaman 4:8	17.02	⌴	⌴
Helaman 4:8	18	had	had
Helaman 4:8	18.01	⌴	⌴
Helaman 4:8	19	obtained	obtained
Helaman 4:8	19.01	⌴	⌴
Helaman 4:8	20	all	all
Helaman 4:8	20.01	⌴	⌴
Helaman 4:8	21	the	the
Helaman 4:8	21.01	⌴	⌴
Helaman 4:8	22	possession	possession
Helaman 4:8	22.01	⌴	⌴
Helaman 4:8	23	of	of
Helaman 4:8	23.01	⌴	⌴
Helaman 4:8	24	the	the
Helaman 4:8	24.01	⌴	⌴
Helaman 4:8	25	Nephites	Nephites
Helaman 4:8	25.01	⌴	⌴
Helaman 4:8	26	which	which
Helaman 4:8	26.01	⌴	⌴
Helaman 4:8	27	was	was
Helaman 4:8	27.01	⌴	⌴
Helaman 4:8	28	in	in
Helaman 4:8	28.01	⌴	⌴
Helaman 4:8	29	the	the
Helaman 4:8	29.01	⌴	⌴
Helaman 4:8	30	land	land
Helaman 4:8	30.01	⌴	⌴
Helaman 4:8	31	southward	southward
Helaman 4:8	31.01	.	.
Helaman 4:8	31.02	⌴	⌴
Helaman 4:8	32	And	And
Helaman 4:8	32.01	⌴	⌴
Helaman 4:8	33	all	all
Helaman 4:8	33.01	⌴	⌴
Helaman 4:8	34	this	this
Helaman 4:8	34.01	⌴	⌴
Helaman 4:8	35	was	was
Helaman 4:8	35.01	⌴	⌴
Helaman 4:8	36	done	done
Helaman 4:8	36.01	⌴	⌴
Helaman 4:8	37	in	in
Helaman 4:8	37.01	⌴	⌴
Helaman 4:8	38	the	the
Helaman 4:8	38.01	⌴	⌴
Helaman 4:8	39	fifty	fifty
Helaman 4:8	39.01	⌴	⌴
Helaman 4:8	40	and	and
Helaman 4:8	40.01	⌴	⌴
Helaman 4:8	41	eighth	eighth
Helaman 4:8	41.01	⌴	⌴
Helaman 4:8	42	and	and
Helaman 4:8	42.01	⌴	⌴
Helaman 4:8	43	ninth	ninth
Helaman 4:8	43.01	⌴	⌴
Helaman 4:8	44	years	years
Helaman 4:8	44.01	⌴	⌴
Helaman 4:8	45	of	of
Helaman 4:8	45.01	⌴	⌴
Helaman 4:8	46	the	the
Helaman 4:8	46.01	⌴	⌴
Helaman 4:8	47	reign	reign
Helaman 4:8	47.01	⌴	⌴
Helaman 4:8	48	of	of
Helaman 4:8	48.01	⌴	⌴
Helaman 4:8	49	the	the
Helaman 4:8	49.01	⌴	⌴
Helaman 4:8	50	Judges	judges
Helaman 4:8	50.01	.	.
Helaman 4:9	1	And	And
Helaman 4:9	1.01	⌴	⌴
Helaman 4:9	2	it	it
Helaman 4:9	2.01	⌴	⌴
Helaman 4:9	3	came	came
Helaman 4:9	3.01	⌴	⌴
Helaman 4:9	4	to	to
Helaman 4:9	4.01	⌴	⌴
Helaman 4:9	5	pass	pass
Helaman 4:9	5.01	⌴	⌴
Helaman 4:9	6	in	in
Helaman 4:9	6.01	⌴	⌴
Helaman 4:9	7	the	the
Helaman 4:9	7.01	⌴	⌴
Helaman 4:9	8	sixtieth	sixtieth
Helaman 4:9	8.01	⌴	⌴
Helaman 4:9	9	year	year
Helaman 4:9	9.01	⌴	⌴
Helaman 4:9	10	of	of
Helaman 4:9	10.01	⌴	⌴
Helaman 4:9	11	the	the
Helaman 4:9	11.01	⌴	⌴
Helaman 4:9	12	reign	reign
Helaman 4:9	12.01	⌴	⌴
Helaman 4:9	13	of	of
Helaman 4:9	13.01	⌴	⌴
Helaman 4:9	14	the	the
Helaman 4:9	14.01	⌴	⌴
Helaman 4:9	15	Judges	judges
Helaman 4:9	15.01	,	,
Helaman 4:9	15.02	⌴	⌴
Helaman 4:9	16	Moronihah	Moronihah
Helaman 4:9	16.01	⌴	⌴
Helaman 4:9	17	did	did
Helaman 4:9	17.01	⌴	⌴
Helaman 4:9	18	succeed	succeed
Helaman 4:9	18.01	⌴	⌴
Helaman 4:9	19	with	with
Helaman 4:9	19.01	⌴	⌴
Helaman 4:9	20	his	his
Helaman 4:9	20.01	⌴	⌴
Helaman 4:9	21	armies	armies
Helaman 4:9	21.01	,	,
Helaman 4:9	21.02	⌴	⌴
Helaman 4:9	22	in	in
Helaman 4:9	22.01	⌴	⌴
Helaman 4:9	23	obtaining	obtaining
Helaman 4:9	23.01	⌴	⌴
Helaman 4:9	24	many	many
Helaman 4:9	24.01	⌴	⌴
Helaman 4:9	25	parts	parts
Helaman 4:9	25.01	⌴	⌴
Helaman 4:9	26	of	of
Helaman 4:9	26.01	⌴	⌴
Helaman 4:9	27	the	the
Helaman 4:9	27.01	⌴	⌴
Helaman 4:9	28	land	land
Helaman 4:9	28.01	;	;
Helaman 4:9	28.02	⌴	⌴
Helaman 4:9	29	yea	yea
Helaman 4:9	29.01	,	,
Helaman 4:9	29.02	⌴	⌴
Helaman 4:9	30	they	they
Helaman 4:9	30.01	⌴	⌴
Helaman 4:9	31	retained	retained
Helaman 4:9	31.01	⌴	⌴
Helaman 4:9	32	many	many
Helaman 4:9	32.01	⌴	⌴
Helaman 4:9	33	cities	cities
Helaman 4:9	33.01	⌴	⌴
Helaman 4:9	34	which	which
Helaman 4:9	34.01	⌴	⌴
Helaman 4:9	35	had	had
Helaman 4:9	35.01	⌴	⌴
Helaman 4:9	36	fallen	fallen
Helaman 4:9	36.01	⌴	⌴
Helaman 4:9	37	into	into
Helaman 4:9	37.01	⌴	⌴
Helaman 4:9	38	the	the
Helaman 4:9	38.01	⌴	⌴
Helaman 4:9	39	hands	hands
Helaman 4:9	39.01	⌴	⌴
Helaman 4:9	40	of	of
Helaman 4:9	40.01	⌴	⌴
Helaman 4:9	41	the	the
Helaman 4:9	41.01	⌴	⌴
Helaman 4:9	42	Lamanites	Lamanites
Helaman 4:9	42.01	.	.
Helaman 4:10	1	And	And
Helaman 4:10	1.01	⌴	⌴
Helaman 4:10	2	it	it
Helaman 4:10	2.01	⌴	⌴
Helaman 4:10	3	came	came
Helaman 4:10	3.01	⌴	⌴
Helaman 4:10	4	to	to
Helaman 4:10	4.01	⌴	⌴
Helaman 4:10	5	pass	pass
Helaman 4:10	5.01	⌴	⌴
Helaman 4:10	6	in	in
Helaman 4:10	6.01	⌴	⌴
Helaman 4:10	7	the	the
Helaman 4:10	7.01	⌴	⌴
Helaman 4:10	8	sixty	sixty
Helaman 4:10	8.01	⌴	⌴
Helaman 4:10	9	and	and
Helaman 4:10	9.01	⌴	⌴
Helaman 4:10	10	first	first
Helaman 4:10	10.01	⌴	⌴
Helaman 4:10	11	year	year
Helaman 4:10	11.01	⌴	⌴
Helaman 4:10	12	of	of
Helaman 4:10	12.01	⌴	⌴
Helaman 4:10	13	the	the
Helaman 4:10	13.01	⌴	⌴
Helaman 4:10	14	reign	reign
Helaman 4:10	14.01	⌴	⌴
Helaman 4:10	15	of	of
Helaman 4:10	15.01	⌴	⌴
Helaman 4:10	16	the	the
Helaman 4:10	16.01	⌴	⌴
Helaman 4:10	17	Judges	judges
Helaman 4:10	17.01	,	,
Helaman 4:10	17.02	⌴	⌴
Helaman 4:10	18	they	they
Helaman 4:10	18.01	⌴	⌴
Helaman 4:10	19	succeeded	succeeded
Helaman 4:10	19.01	⌴	⌴
Helaman 4:10	20	in	in
Helaman 4:10	20.01	⌴	⌴
Helaman 4:10	21	retaining	retaining
Helaman 4:10	21.01	⌴	⌴
Helaman 4:10	22	even	even
Helaman 4:10	22.01	⌴	⌴
Helaman 4:10	23	the	the
Helaman 4:10	23.01	⌴	⌴
Helaman 4:10	24	half	half
Helaman 4:10	24.01	⌴	⌴
Helaman 4:10	25	of	of
Helaman 4:10	25.01	⌴	⌴
Helaman 4:10	26	all	all
Helaman 4:10	26.01	⌴	⌴
Helaman 4:10	27	their	their
Helaman 4:10	27.01	⌴	⌴
Helaman 4:10	28	possessions	possessions
Helaman 4:10	28.01	.	.
Helaman 4:11	1	Now	Now
Helaman 4:11	1.01	⌴	⌴
Helaman 4:11	2	this	this
Helaman 4:11	2.01	⌴	⌴
Helaman 4:11	3	great	great
Helaman 4:11	3.01	⌴	⌴
Helaman 4:11	4	loss	loss
Helaman 4:11	4.01	⌴	⌴
Helaman 4:11	5	of	of
Helaman 4:11	5.01	⌴	⌴
Helaman 4:11	6	the	the
Helaman 4:11	6.01	⌴	⌴
Helaman 4:11	7	Nephites	Nephites
Helaman 4:11	7.01	,	,
Helaman 4:11	7.02	⌴	⌴
Helaman 4:11	8	and	and
Helaman 4:11	8.01	⌴	⌴
Helaman 4:11	9	the	the
Helaman 4:11	9.01	⌴	⌴
Helaman 4:11	10	great	great
Helaman 4:11	10.01	⌴	⌴
Helaman 4:11	11	slaughter	slaughter
